,title,brand,model,price,discount,discount_%,sex,colour,cushioning,stability,best_use_surface,midsole,outsole,upper,link_shoes
19,adidas Terrex Agravic Ultra,adidas,Terrex Agravic Ultra,159.95,0.0,0.0,women, Sand/Silver,High,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",Lightstrikeis a lightweight midsole compound that adds responsiveness.Boostfor temperature-independent and maximum energy return in all climates.Rocker Geometryfor efficient strides and faster leg turnover.Adaptable Full Length Plate for protection and increased efficiency.,Continental Rubber Outsolein the forefootoffers increased traction in both dry and wet conditions.,"Durable Engineered Meshmade from ocean plastics is lightweight, breathable, and supportive while also having great drainage features.  ",https://www.runningwarehouse.com/adidas_Terrex_Agravic_Ultra/descpage-ATAUWS3.html
20,adidas Terrex Agravic Ultra,adidas,Terrex Agravic Ultra,160.0,49.88,31.18,women, Purple Tin,High,Neutral,"All Around,Smooth Trails and Fireroads,Rocky and Technical Trails",Lightstrikeis a lightweight midsole compound that adds responsiveness.Boostfor temperature-independent and maximum energy return in all climates.Rocker Geometryfor efficient strides and faster leg turnover.Adaptable Full-Length Plate for protection and increased efficiency.,Continental Rubber Outsolein the forefootoffers increased traction in both dry and wet conditions.,"Durable Engineered Meshmade from ocean plastics is lightweight, breathable, and supportive while also having great drainage features.  ",https://www.runningwarehouse.com/adidas_Terrex_Agravic_Ultra/descpage-ATAUWS1.html
21,adidas Terrex Speed Ultra,adidas,Terrex Speed Ultra,160.0,127.95,79.97,women, Coral/White/Blk,,,"Fast Runs,Racing,Smooth Trails and Fireroads",Lightstrikeis a lightweight midsole compound that adds responsiveness.Boostfor temperature-independent and maximum energy return in all climates.Rocker Geometry for efficient strides and faster leg turnover.,Continental Rubber Outsolein the forefoot offers increased traction in both dry and wet conditions.,"Durable Engineered Mesh is lightweight, breathable, and supportive while also having great drainage features.  ",https://www.runningwarehouse.com/adidas_Terrex_Speed_Ultra/descpage-ATSUW02.html
22,adidas Terrex Agravic Flow 2,adidas,Terrex Agravic Flow 2,140.0,111.95,79.96,women, Black/Grey,Medium,Neutral,"All Around,Smooth Trails and Fireroads,Rocky and Technical Trails",no information,no information,no information,https://www.runningwarehouse.com/adidas_Terrex_Agravic_Flow_2/descpage-ADAF2W2.html
23,adidas Terrex Soulstride Flow,adidas,Terrex Soulstride Flow,129.95,0.0,0.0,women, Sand/Silver,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",REPITITOR Foam makes up the entire midsole and offers soft cushioning.Rocker Shape Geometry for smooth transitions through the gait cycle.,Continental Rubber for superior grip and traction on a variety of terrain and conditions.,Engineered Meshis breathable and protective.Gusseted Tongueoffers plush padding and also keeps debris out.  ,https://www.runningwarehouse.com/adidas_Terrex_Soulstride_Flow/descpage-ADTSFW1.html
24,adidas Supernova 2,adidas,Supernova 2,99.95,0.0,0.0,women, Halo Silver/Pink/Silve,Minimal,Neutral,"All Around,Fast Runs,Casual Wear,Walking,Roads and Pavement",Boost Cushioning provides a comfortable cushioned fit.Bounce Cushioning added a bouncy and springy nature throughout the midsole,"Direct injected TPU delivers a superior grip, that lets you run comfortably on any terrain.",Updated Engineer Mesh provides a soft and comfortable fit.Padded Tongue and Heelcreates a comfortable rear foot experience.  ,https://www.runningwarehouse.com/adidas_Supernova_2/descpage-ADSN2W1.html
25,adidas adizero Finesse Spikes,adidas,adizero Finesse Spikes,129.95,0.0,0.0,unisex, Mint/Black/Blue,,,"100-400m,Rubber","SPRINTFRAME is a lightweight but supportive spike plate, designed for sprinters running curves.",6-Spike Forefoot designed to grip the track on the straights and curves.Includes 12 replaceable spikes.,Celermesh upper is lightweight and breathable.  ,https://www.runningwarehouse.com/adidas_adizero_Finesse_Spikes/descpage-AAFIU2.html
26,adidas adizero HJ Spikes,adidas,adizero HJ Spikes,99.95,0.0,0.0,unisex, Pulse Mint/Black/Blue,,,,"Molded EVA is a lightweight foam midsole for light, resilient cushioning.","Pebax Spike Plate offers lightweight, durable traction for optimal performance.Sharkskin is set in a sharp, crisscross pattern over the entire outsole for ultimate grip on track and field surfaces.Includes 22 replaceable spikes.",Synthetic upper provides lightweight durability and a secure fit.Microsuede lining provides increased comfort to help reduce irritations and hot spots on high-tension areas of the foot.Seamless Overlays reduce irritation and provide a more secure fit.Forefoot Lock Down Strapis located at the forefoot and is a Velcro strap designed to maintain a secure fit.  ,https://www.runningwarehouse.com/adidas_adizero_HJ_Spikes/descpage-ADSPHJ4.html
27,adidas Jumpstar Spikes,adidas,Jumpstar Spikes,64.95,0.0,0.0,unisex, Ftwr White/Night Met/Blk,,,"Long Jump,Triple Jump,Pole Vault,Rubber",no information,no information,no information,https://www.runningwarehouse.com/adidas_Jumpstar_Spikes/descpage-AJUMPI3.html
28,adidas adizero Throws Shoes,adidas,adizero Throws Shoes,119.95,0.0,0.0,unisex, Mint/Black/Blue,,,"Shot Put/Discus/Hammer,Asphalt",no information,no information,no information,https://www.runningwarehouse.com/adidas_adizero_Throws_Shoes/descpage-ADATHU1.html
29,adidas adizero TJ/PV Spikes,adidas,adizero TJ/PV Spikes,109.95,0.0,0.0,unisex, Mint/Black/Blue,,,,"Molded EVA is a lightweight foam midsole for light, resilient cushioning.Pro-moderator uses a firm, durable material co-molded to the CMEVA midsole to reduce over-pronation and provide a stable heel-to-toe transition.","Pebax Spike Plate in the forefoot offers lightweight, durable traction for optimal performance.Sharkskin is set in a sharp, crisscross pattern over the entire outsole for ultimate grip on track and field surfaces.Includes 14 replaceable spikes.",Synthetic upper provides lightweight durability and a secure fit.Microsuede lining provides increased comfort to help reduce irritations and hot spots on high-tension areas of the foot.Seamless Overlays reduce irritation and provide a more secure fit.Forefoot Lock Down Strap is located at the forefoot and is a Velcro strap designed to maintain a secure fit.  ,https://www.runningwarehouse.com/adidas_adizero_TJ_PV_Spikes/descpage-ADTJPU3.html
30,adidas adizero TJ/PV Spikes,adidas,adizero TJ/PV Spikes,110.0,28.88,26.25,men, Flower White/Blac,,,,"Molded EVA is a lightweight foam midsole for light, resilient cushioning.Pro-moderator uses a firm, durable material co-molded to the CMEVA midsole to reduce over-pronation and provide a stable heel-to-toe transition.","Pebax Spike Plate in the forefoot offers lightweight, durable traction for optimal performance.Sharkskin is set in a sharp, crisscross pattern over the entire outsole for ultimate grip on track and field surfaces.Includes 14 replaceable spikes.",Synthetic upper provides lightweight durability and a secure fit.Microsuede lining provides increased comfort to help reduce irritations and hot spots on high-tension areas of the foot.Seamless Overlays reduce irritation and provide a more secure fit.Forefoot Lock Down Strap is located at the forefoot and is a Velcro strap designed to maintain a secure fit.  ,https://www.runningwarehouse.com/adidas_adizero_TJ_PV_Spikes/descpage-ADSPTPR.html
31,adidas adizero Ambition Spikes,adidas,adizero Ambition Spikes,129.95,0.0,0.0,unisex, Mint/Black/Blue,,,"800-1500m,Rubber",Lightstrike Prois a lightweight midsole compound that offers a bouncier and lighter cushioning than its predecessors.,5 Pin Spike Plateamplifies finishing form and creates a propulsive toe-off.,Lightweight mesh is breathable and supportive in areas that need it most.  ,https://www.runningwarehouse.com/adidas_adizero_Ambition_Spikes/descpage-ADSPAMF.html
32,adidas adizero Avanti TYO Spikes,adidas,adizero Avanti TYO Spikes,149.95,0.0,0.0,unisex, Mint/Black/Blu,,,"800-1500m,Distance (3k-10k),Steeplechase,Rubber","Lightstrike Prois highly efficient and responsiveEnergyRodsthat follow along a runner's metatarsals, creating a naturally snappy feel","Pebax Spike Platein the forefoot offers lightweight, durable traction for optimal performance.Contains 6 spike receptacles per shoe",Air Meshis a breathable upper that provides a soft glove-like fit.Microsuede liningprovides increased comfort to help reduce irritations and hot spots on high-tension areas of the foot.  ,https://www.runningwarehouse.com/adidas_adizero_Avanti_TYO_Spikes/descpage-ADSPAU5.html
33,adidas adizero Avanti TYO Spikes,adidas,adizero Avanti TYO Spikes,150.0,59.88,39.92,unisex, Black/Yell/Grn,,,"800-1500m,Distance (3k-10k),Steeplechase,Rubber","Lightstrike Prois highly efficient and responsiveEnergyRodsthat follow along a runner's metatarsals, creating a naturally snappy feel","Pebax Spike Platein the forefoot offers lightweight, durable traction for optimal performance.Contains 6 spike receptacles per shoe",Air Meshis a breathable upper that provides a soft glove-like fit.Microsuede liningprovides increased comfort to help reduce irritations and hot spots on high-tension areas of the foot.  ,https://www.runningwarehouse.com/adidas_adizero_Avanti_TYO_Spikes/descpage-ADSPAU3.html
34,adidas distancestar Spikes,adidas,distancestar Spikes,64.95,0.0,0.0,unisex, White/Night Met/Blac,,,"800-1500m,Distance (3k-10k),Rubber","Molded EVA from heel to toe offers lightweight, resilient cushioning.","TPU Spike Plate provides a versatile yet responsive ride.AdiWear is a non-marking carbon rubber in the heel for durable, improved traction.Contains 5 spike receptacles per shoe.",Open Mesh throughout the upper provides breathability.Synthetic Heel provides a snug heel lockdown.Seamless toe cap reduces foot hot spots and irritation.  ,https://www.runningwarehouse.com/adidas_distancestar_Spikes/descpage-ADSTRU3.html
35,adidas distancestar Spikes,adidas,distancestar Spikes,64.95,0.0,0.0,unisex, Mint/Blue/Fuchsia,,,"800-1500m,Distance (3k-10k),Rubber","Molded EVA from heel to toe offers lightweight, resilient cushioning.","TPU Spike Plate provides a versatile yet responsive ride.AdiWear is a non-marking carbon rubber in the heel for durable, improved traction.Contains 5 spike receptacles per shoe.",Open Mesh throughout the upper provides breathability.Synthetic Heel provides a snug heel lockdown.Seamless toe cap reduces foot hot spots and irritation.  ,https://www.runningwarehouse.com/adidas_distancestar_Spikes/descpage-ADSTRU2.html
36,adidas sprintstar Spikes,adidas,sprintstar Spikes,64.95,0.0,0.0,unisex, Mint/Blue/Fuchsia,,,"100-400m,Rubber","To keep weight down, this shoe contains no additional cushioning technologies. ","Pebax Spike Plate in the forefoot offers lightweight, durable traction for optimal performance.Traxion cleat design increases grip without excessive pressure points on the foot.Includes 12 replaceable spikes.",Synthetic upper provides lightweight durability and a secure fit.Soft Ankle Collar reduces pressure on the Achilles and the ankles and ads step-in comfort.  ,https://www.runningwarehouse.com/adidas_sprintstar_Spikes/descpage-ASPRU2.html
37,adidas sprintstar Spikes,adidas,sprintstar Spikes,64.95,0.0,0.0,unisex, White/Night Met/Black,,,"100-400m,Rubber","To keep weight down, this shoe contains no additional cushioning technologies. ","Pebax Spike Plate in the forefoot offers lightweight, durable traction for optimal performance.Traxion cleat design increases grip without excessive pressure points on the foot.Includes 12 replaceable spikes.",Synthetic upper provides lightweight durability and a secure fit.Soft Ankle Collar reduces pressure on the Achilles and the ankles and ads step-in comfort.  ,https://www.runningwarehouse.com/adidas_sprintstar_Spikes/descpage-ASPRU3.html
38,Altra Vanish Carbon,Altra,Vanish Carbon,240.0,180.0,75.0,women, Black/Yellow,High,Neutral,Roads and Pavement," Altra EgoPRO midsole is Altra's lightest weight and most responsive supercritical TPE-based compound that is designed to be resilient and hyper-responsive. Natural Ride System (NRS) design includes a more natural, foot-shaped last, zero millimeter heel-to-toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement. Segmented Carbon Fiber Plate embedded in the forefoot and midfoot of the midsole. This plate has a 3-pronged design for adaptability and is asymmetrically flexible meaning that runners will feel natural and smooth flexibility when landing, but then a stiff snappiness on toe-off.UPPER Race-Inspired Upper is lightweight, thin, and built to provide a trustworthy lock-down on race day. Slim Foot Design follows a more narrow design that provides a race-ready fit but keeps the brand’s signature foot shape through the toe box.",no information," Race-Inspired Upper is lightweight, thin, and built to provide a trustworthy lock-down on race day. Slim Foot Design follows a more narrow design that provides a race-ready fit but keeps the brand’s signature foot shape through the toe box.OUTSOLE Strategic Rubber provides nice durability and traction while keeping weight at a minimum.  ",https://www.runningwarehouse.com/Altra_Vanish_Carbon/descpage-ALVCW2.html
39,Altra Vanish Carbon,Altra,Vanish Carbon,240.0,180.0,75.0,women, Coral/Black,High,Neutral,"Racing,Roads and Pavement"," Altra EgoPRO midsole is Altra's lightest weight and most responsive supercritical TPE-based compound that is designed to be resilient and hyper-responsive. Natural Ride System (NRS) design includes a more natural, foot-shaped last, zero millimeter heel-to-toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement. Segmented Carbon Fiber Plate embedded in the forefoot and midfoot of the midsole. This plate has a 3-pronged design for adaptability and is asymmetrically flexible meaning that runners will feel natural and smooth flexibility when landing, but then a stiff snappiness on toe-off.UPPER Race-Inspired Upper is lightweight, thin, and built to provide a trustworthy lock-down on race day. Slim Foot Design follows a more narrow design that provides a race-ready fit but keeps the brand’s signature foot shape through the toe box.",no information," Race-Inspired Upper is lightweight, thin, and built to provide a trustworthy lock-down on race day. Slim Foot Design follows a more narrow design that provides a race-ready fit but keeps the brand’s signature foot shape through the toe box.OUTSOLE Strategic Rubber provides nice durability and traction while keeping weight at a minimum.  ",https://www.runningwarehouse.com/Altra_Vanish_Carbon/descpage-ALVCW1.html
40,Altra Vanish Tempo,Altra,Vanish Tempo,170.0,127.5,75.0,women, Gray/Yellow,Maximal,Neutral,"Racing,Roads and Pavement","Altra EgoPROmidsole is Altra's lightest weight and most responsive supercritical TPE-based compound that is designed to be resilient and hyper-responsive.Natural Ride System (NRS) design includes a more natural, foot-shaped last, zero millimeter heel-to-toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement.UPPERRace-Inspired Upper is lightweight, thin, and built to provide a trustworthy lock-down on race day.Slim Foot Design follows a narrower design that provides a race-ready fit but keeps the brand’s signature foot shape through the toe box.",no information,"Race-Inspired Upper is lightweight, thin, and built to provide a trustworthy lock-down on race day.Slim Foot Design follows a narrower design that provides a race-ready fit but keeps the brand’s signature foot shape through the toe box.OUTSOLEStrategic Rubber provides nice durability and traction while keeping weight at a minimum.  ",https://www.runningwarehouse.com/Altra_Vanish_Tempo/descpage-ALVTW2.html
41,Altra Vanish Tempo,Altra,Vanish Tempo,170.0,127.5,75.0,women, White/Coral,Maximal,Neutral,"Racing,Roads and Pavement","Altra EgoPROmidsole is Altra's lightest weight and most responsive supercritical TPE-based compound that is designed to be resilient and hyper-responsive.Natural Ride System (NRS) design includes a more natural, foot-shaped last, zero millimeter heel-to-toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement.UPPERRace-Inspired Upper is lightweight, thin, and built to provide a trustworthy lock-down on race day.Slim Foot Design follows a narrower design that provides a race-ready fit but keeps the brand’s signature foot shape through the toe box.",no information,"Race-Inspired Upper is lightweight, thin, and built to provide a trustworthy lock-down on race day.Slim Foot Design follows a narrower design that provides a race-ready fit but keeps the brand’s signature foot shape through the toe box.OUTSOLEStrategic Rubber provides nice durability and traction while keeping weight at a minimum.  ",https://www.runningwarehouse.com/Altra_Vanish_Tempo/descpage-ALVTW1.html
42,Altra Lone Peak 7,Altra,Lone Peak 7,150.0,112.5,75.0,women, Tan,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails","Altra EGO is a midsole compound designed for high energy return, providing high levels of durability and responsiveness.Natural Ride System (NRS) provide a more naural, foot-shaped zero-millimeter heel to toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement.Natural Foot Design to closely follow along your foot for a more natural experience",no information,no information,https://www.runningwarehouse.com/Altra_Lone_Peak_7/descpage-ALP7W01.html
43,Altra Lone Peak 7,Altra,Lone Peak 7,150.0,112.5,75.0,women, Orange,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails","Altra EGO is a midsole compound designed for high energy return, providing high levels of durability and responsiveness.Natural Ride System (NRS) provide a more naural, foot-shaped zero-millimeter heel to toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement.Natural Foot Design to closely follow along your foot for a more natural experience",no information,no information,https://www.runningwarehouse.com/Altra_Lone_Peak_7/descpage-ALP7W03.html
44,Altra Lone Peak 7,Altra,Lone Peak 7,150.0,112.5,75.0,women, Light Gray,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails","Altra EGO is a midsole compound designed for high energy return, providing high levels of durability and responsiveness.Natural Ride System (NRS) provide a more naural, foot-shaped zero-millimeter heel to toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement.Natural Foot Design to closely follow along your foot for a more natural experience",no information,no information,https://www.runningwarehouse.com/Altra_Lone_Peak_7/descpage-ALP7W05.html
