,title,sex,price,technology,best_use_range,best_use_surface,link_shoes
10,Salomon S-Lab Pulsar 2,Unisex Shoes - Fiery Red/Red/White, $134.96 $180.00* ," Technologies  MIDSOLE


Energy Foam provides long-lasting cushion and bouncy energy return. 
Energy Cell foam offers a highly durable and protective midsole layer.
Profeel Film acts as a filter between your feet and the terrain.

OUTSOLE

All Terrain Contagrip is built for the widest variety of surfaces.  



UPPER



Matryx upper made from weaved fibers offers targeted support and breathability.
Quicklace minimalistic, one-pull tightening for easy on and easy off.
EVA Sockliner is simple but offers instant comfort.





  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_S-Lab_Pulsar_2/descpage-SSLP2U1.html
11,Salomon S-Lab Pulsar,Unisex Shoes - Vapor Blue/White, $114.88 $180.00* ," Technologies  MIDSOLE


Energy Surge provides excellent energy return along with a high level of cushioning and durability. 
Profeel Film acts as a filter between your feet and the terrain.

OUTSOLE

Contagrip TA offers maximum grip on loose, soft, or rugged uneven surfaces.  



UPPER



Matryx upper made from weaved fibers offers targeted support and breathability.
Quicklace minimalistic, one-pull tightening for easy on and easy off.
EVA Sockliner is simple but offers instant comfort.





  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_S-Lab_Pulsar/descpage-SWPUVB.html
12,Salomon Ultra Glide 2 GTX,Women's Shoes - Blue/Yucca/Grn, $119.96 $170.00* ," Technologies  MIDSOLE Energy Surge provides excellent energy return along with a high level of cushioning and durability.  Reverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition. OUTSOLE Contagrip Rubber offers maximum grip on loose, soft, or rugged uneven surfaces.   UPPER Updated 3D Air Mesh upper made with lightweight materials for a comfortable support and breathability. Quicklace minimalistic, one-pull tightening for easy on and easy off. SensiFit wings creates a cradles in the midfoot providing a customizable fit. GORE-TEX Membraine offers a waterpoof layer in the upper  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUHIKE"">Hiking</i><span>Hiking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Ultra_Glide_2_GTX/descpage-SUG2GW1.html
13,Salomon Ultra Glide 2,Women's Shoes - Rainy Day/Freesia, $104.96 $150.00* ," Technologies  MIDSOLEEnergy Surge provides excellent energy return along with a high level of cushioning and durability. Reverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLEContagrip Rubber offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERUpdated 3D Air Mesh upper made with lightweight materials for a comfortable support and breathability.Quicklace minimalistic, one-pull tightening for easy on and easy off.SensiFit wings creates a cradles in the midfoot providing a customizable fit.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUHIKE"">Hiking</i><span>Hiking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Ultra_Glide_2/descpage-SAUG2W4.html
14,Salomon Ultra Glide 2,Women's Shoes - Peach/Orchid/White, $104.96 $150.00* ," Technologies  MIDSOLEEnergy Surge provides excellent energy return along with a high level of cushioning and durability. Reverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLEContagrip Rubber offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERUpdated 3D Air Mesh upper made with lightweight materials for a comfortable support and breathability.Quicklace minimalistic, one-pull tightening for easy on and easy off.SensiFit wings creates a cradles in the midfoot providing a customizable fit.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUHIKE"">Hiking</i><span>Hiking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Ultra_Glide_2/descpage-SAUG2W2.html
15,Salomon Ultra Glide 2,Women's Shoes - Nightshade/Vanilla, $104.96 $150.00* ," Technologies  MIDSOLEEnergy Surge provides excellent energy return along with a high level of cushioning and durability. Reverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLEContagrip Rubber offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERUpdated 3D Air Mesh upper made with lightweight materials for a comfortable support and breathability.Quicklace minimalistic, one-pull tightening for easy on and easy off.SensiFit wings creates a cradles in the midfoot providing a customizable fit.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUHIKE"">Hiking</i><span>Hiking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Ultra_Glide_2/descpage-SAUG2W1.html
16,Salomon Ultra Glide,Women's Shoes - Quail/Yellow Iris/Red, $69.88 $140.00* ," Technologies  MIDSOLEEnergy Surge provides excellent energy return along with a high level of cushioning and durability. Reverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLEContagrip Rubber offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERUpdated 3D Air Mesh upper made with lightweight materials for a comfortable support and breathability.Quicklace minimalistic, one-pull tightening for easy on and easy off.SensiFit wings creates a cradles in the midfoot providing a customizable fit.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Ultra_Glide/descpage-SUG01W3.html
17,Salomon Ultra Glide,Women's Shoes - Bluestone/Pearl Blue, $69.88 $140.00* ," Technologies  MIDSOLEEnergy Surge provides excellent energy return along with a high level of cushioning and durability. Reverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLEContagrip Rubber offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERUpdated 3D Air Mesh upper made with lightweight materials for a comfortable support and breathability.Quicklace minimalistic, one-pull tightening for easy on and easy off.SensiFit wings creates a cradles in the midfoot providing a customizable fit.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Ultra_Glide/descpage-SUG01W1.html
18,Salomon Ultra Glide,Women's Shoes - Tulipwood/White, $69.88 $140.00* ," Technologies  MIDSOLEEnergy Surge provides excellent energy return along with a high level of cushioning and durability. Reverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLEContagrip Rubber offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERUpdated 3D Air Mesh upper made with lightweight materials for a comfortable support and breathability.Quicklace minimalistic, one-pull tightening for easy on and easy off.SensiFit wings creates a cradles in the midfoot providing a customizable fit.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Ultra_Glide/descpage-SUG01W2.html
19,Salomon Aero Glide,Women's Shoes - Orchid Bloom/Pink/Wht, $119.96 $160.00* , Technologies  MIDSOLEEnergyFOAM creates high levels of energy return for a bouncy feeling along with a high level of cushioning and durabilityReverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLECONTAGRIP Rubber offers enhanced traction to roadsUPPEREngineered Mesh upper is made with to be soft for comfortable support and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Aero_Glide/descpage-SAAG0W2.html
