,title,sex,price,technology,best_use_range,best_use_surface,link_shoes
10,Salomon S-Lab Pulsar 2,Unisex Shoes - Fiery Red/Red/White, $134.96 $180.00* ," Technologies  MIDSOLE


Energy Foam provides long-lasting cushion and bouncy energy return. 
Energy Cell foam offers a highly durable and protective midsole layer.
Profeel Film acts as a filter between your feet and the terrain.

OUTSOLE

All Terrain Contagrip is built for the widest variety of surfaces.  



UPPER



Matryx upper made from weaved fibers offers targeted support and breathability.
Quicklace minimalistic, one-pull tightening for easy on and easy off.
EVA Sockliner is simple but offers instant comfort.





  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_S-Lab_Pulsar_2/descpage-SSLP2U1.html
11,Salomon S-Lab Pulsar,Unisex Shoes - Vapor Blue/White, $114.88 $180.00* ," Technologies  MIDSOLE


Energy Surge provides excellent energy return along with a high level of cushioning and durability. 
Profeel Film acts as a filter between your feet and the terrain.

OUTSOLE

Contagrip TA offers maximum grip on loose, soft, or rugged uneven surfaces.  



UPPER



Matryx upper made from weaved fibers offers targeted support and breathability.
Quicklace minimalistic, one-pull tightening for easy on and easy off.
EVA Sockliner is simple but offers instant comfort.





  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_S-Lab_Pulsar/descpage-SWPUVB.html
12,Salomon Pulsar Trail Pro,Men's Shoes - Marmalade/Org/Blk, $49.88 $160.00* ," Technologies  MIDSOLEEnergy Surge provides excellent energy return along with a high level of cushioning and durability. Energy Blade TPU Forked Plate is less stiff than carbon fiber and allows for more flexibility and adaptability on the trails. Reverse Camber geometry provides a smooth rocker shape.OUTSOLEContagrip MA offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERMesh upper made with TPU film protection around the toes and back of the foot.Quicklace minimalistic, one-pull tightening for easy on and easy off.EVA Sockliner is simple but offers instant comfort.SensiFit cradles the foot in the midfoot providing a customizable fit.    ","[<div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Pulsar_Trail_Pro/descpage-SPTPM03.html
13,Salomon Pulsar Trail 2 Pro,Men's Shoes - Rainy Day/Sauce, $119.96 $160.00* ," Technologies  MIDSOLEEnergy Foam provides excellent energy return along with a high level of cushioning and durability. Energy Blade TPU Plate is less stiff than carbon fiber and allows for more flexibility and adaptability on the trails. Reverse Camber geometry provides a smooth rocker shape.OUTSOLEContagrip MA offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERMesh upper made with TPU film protection around the toes and back of the foot.Quicklace minimalistic, one-pull tightening for easy on and easy off.EVA Sockliner is simple but offers instant comfort.Anti-Debris Collar designed to keep rouge elements from entering the shoe.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUHIKE"">Hiking</i><span>Hiking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Pulsar_Trail_2_Pro/descpage-SPT2PM2.html
14,Salomon Pulsar Trail 2 Pro,Men's Shoes - Carbon/Red/Ice, $119.96 $160.00* ," Technologies  MIDSOLEEnergy Foam provides excellent energy return along with a high level of cushioning and durability. Energy Blade TPU Plate is less stiff than carbon fiber and allows for more flexibility and adaptability on the trails. Reverse Camber geometry provides a smooth rocker shape.OUTSOLEContagrip MA offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERMesh upper made with TPU film protection around the toes and back of the foot.Quicklace minimalistic, one-pull tightening for easy on and easy off.EVA Sockliner is simple but offers instant comfort.Anti-Debris Collar designed to keep rouge elements from entering the shoe.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUHIKE"">Hiking</i><span>Hiking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Pulsar_Trail_2_Pro/descpage-SPT2PM1.html
15,Salomon Pulsar Trail Pro,Men's Shoes - Marmalade/Org/Blk, $49.88 $160.00* ," Technologies  MIDSOLEEnergy Surge provides excellent energy return along with a high level of cushioning and durability. Energy Blade TPU Forked Plate is less stiff than carbon fiber and allows for more flexibility and adaptability on the trails. Reverse Camber geometry provides a smooth rocker shape.OUTSOLEContagrip MA offers maximum grip on loose, soft, or rugged uneven surfaces.  UPPERMesh upper made with TPU film protection around the toes and back of the foot.Quicklace minimalistic, one-pull tightening for easy on and easy off.EVA Sockliner is simple but offers instant comfort.SensiFit cradles the foot in the midfoot providing a customizable fit.    ","[<div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Pulsar_Trail_Pro/descpage-SPTPM03.html
16,Salomon Aero Glide,Men's Shoes - Black/Alloy/Coral Gold, $119.96 $160.00* , Technologies  MIDSOLEEnergyFOAM creates high levels of energy return for a bouncy feeling along with a high level of cushioning and durabilityReverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLECONTAGRIP Rubber offers enhanced traction to roadsUPPEREngineered Mesh upper is made with to be soft for comfortable support and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Aero_Glide/descpage-SAAG0M3.html
17,Salomon Aero Glide,Men's Shoes - Blue Ashes/Sapphire/Lime, $119.96 $160.00* , Technologies  MIDSOLEEnergyFOAM creates high levels of energy return for a bouncy feeling along with a high level of cushioning and durabilityReverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLECONTAGRIP Rubber offers enhanced traction to roadsUPPEREngineered Mesh upper is made with to be soft for comfortable support and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Aero_Glide/descpage-SAAG0M1.html
18,Salomon Aero Glide,Men's Shoes - Granite Green/Yellow, $119.96 $160.00* , Technologies  MIDSOLEEnergyFOAM creates high levels of energy return for a bouncy feeling along with a high level of cushioning and durabilityReverse Camber geometry provides a smooth rocker shape for efficient heel-toe transition.OUTSOLECONTAGRIP Rubber offers enhanced traction to roadsUPPEREngineered Mesh upper is made with to be soft for comfortable support and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Aero_Glide/descpage-SAAG0M2.html
19,Salomon Aero Volt,Men's Shoes - Turmeric/Fiery Red/Blue, $112.46 $150.00* ," Technologies  MIDSOLEENERGYFOAM offers a lightweight cushioning while offering a bouncy rideOUTSOLECONTAGRIP Rubber offers maximum grip on loose, soft, or rugged uneven surfaces.UPPERUnique Engineered Mesh a lightweight upper with a highly breathable construction optimizing airflow and temperature management.   ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/Salomon_Aero_Volt/descpage-SAAV0M2.html
