,title,sex,price,technology,best_use_range,best_use_surface,link_shoes
10,On Cloudmonster,Men's Shoes - Eclipse/Turmeric, $169.95 ," Technologies  MIDSOLEHigh Volume Cloudtec Elements allow for a soft and bouncy experience.Helion foam provides lightness, cushioning, and durability.OUTSOLECloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.UPPEREngineered mesh helps support high-performance running with a smooth, breathable sock-like fit.Anatomically designed heel counter helps with pronation.Star Lacing helps create a unique foot wrap that secures the foot in place while relieving unnecessary pressure across the forefoot.  ","[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudmonster/descpage-OCMSM05.html
11,On Cloudmonster,Men's Shoes - All Black, $169.95 ," Technologies  MIDSOLEHigh Volume Cloudtec Elements allow for a soft and bouncy experience.Helion foam provides lightness, cushioning, and durability.OUTSOLECloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.UPPEREngineered mesh helps support high-performance running with a smooth, breathable sock-like fit.Anatomically designed heel counter helps with pronation.Star Lacing helps create a unique foot wrap that secures the foot in place while relieving unnecessary pressure across the forefoot.  ","[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudmonster/descpage-OCMSM07.html
12,On Cloudmonster,Men's Shoes - Undyed-White/Creek, $169.95 ," Technologies  MIDSOLEHigh Volume Cloudtec Elements allow for a soft and bouncy experience.Helion foam provides lightness, cushioning, and durability.OUTSOLECloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.UPPEREngineered mesh helps support high-performance running with a smooth, breathable sock-like fit.Anatomically designed heel counter helps with pronation.Star Lacing helps create a unique foot wrap that secures the foot in place while relieving unnecessary pressure across the forefoot.  ","[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudmonster/descpage-OCMSM04.html
13,On Cloudmonster,Men's Shoes - Iron/Hay, $169.95 ," Technologies  MIDSOLEHigh Volume Cloudtec Elements allow for a soft and bouncy experience.Helion foam provides lightness, cushioning, and durability.OUTSOLECloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.UPPEREngineered mesh helps support high-performance running with a smooth, breathable sock-like fit.Anatomically designed heel counter helps with pronation.Star Lacing helps create a unique foot wrap that secures the foot in place while relieving unnecessary pressure across the forefoot.  ","[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudmonster/descpage-OCMSM03.html
14,On Cloudswift 3,Men's Shoes - Denim/Midnight, $159.95 ," Technologies  MIDSOLE:Dual Density CloudTec Helion Foam offers a well cushioned and responsive underfoot experience.OUTSOLE:CloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.UPPER:Engineered Knit Upper offers a soft and comfortable fit while having a secure lockdownSock construction provides a close fit for a fast, seamless feel.Molded heel cap saves weight by using a thin base material with strategically placed foam for lightweight ankle comfort.   ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudswift_3/descpage-ONCS3M3.html
15,On Cloudswift 3,Men's Shoes - Alloy/Glacier, $159.95 ," Technologies  MIDSOLE:Dual Density CloudTec Helion Foam offers a well cushioned and responsive underfoot experience.OUTSOLE:CloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.UPPER:Engineered Knit Upper offers a soft and comfortable fit while having a secure lockdownSock construction provides a close fit for a fast, seamless feel.Molded heel cap saves weight by using a thin base material with strategically placed foam for lightweight ankle comfort.   ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudswift_3/descpage-ONCS3M2.html
16,On Cloudswift 3,Men's Shoes - All Black, $159.95 ," Technologies  MIDSOLE:Dual Density CloudTec Helion Foam offers a well cushioned and responsive underfoot experience.OUTSOLE:CloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.UPPER:Engineered Knit Upper offers a soft and comfortable fit while having a secure lockdownSock construction provides a close fit for a fast, seamless feel.Molded heel cap saves weight by using a thin base material with strategically placed foam for lightweight ankle comfort.   ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudswift_3/descpage-ONCS3M1.html
17,On Cloud X 3,Men's Shoes - Eclipse/Magnet, $149.95 ," Technologies  MIDSOLECloudTec provides a cushioned foot strike and interlock for a firm push-off.CloudTec Speedboard delivers energetic lift off on every step. OUTSOLECloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.Large Cloud Elements boost the cushioning. UPPERRe-Engineered 3-Layer Mesh offers exceptional breathability, support, and durability.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFGW"">Gym Workouts</i><span>Gym Workouts</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloud_X_3/descpage-ONCX3M2.html
18,On Cloud X 3,Men's Shoes - Black, $149.95 ," Technologies  MIDSOLECloudTec provides a cushioned foot strike and interlock for a firm push-off.CloudTec Speedboard delivers energetic lift off on every step. OUTSOLECloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.Large Cloud Elements boost the cushioning. UPPERRe-Engineered 3-Layer Mesh offers exceptional breathability, support, and durability.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFGW"">Gym Workouts</i><span>Gym Workouts</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloud_X_3/descpage-ONCX3M1.html
19,On Cloud X 3,Men's Shoes - Pewter/White, $149.95 ," Technologies  MIDSOLECloudTec provides a cushioned foot strike and interlock for a firm push-off.CloudTec Speedboard delivers energetic lift off on every step. OUTSOLECloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.Large Cloud Elements boost the cushioning. UPPERRe-Engineered 3-Layer Mesh offers exceptional breathability, support, and durability.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFGW"">Gym Workouts</i><span>Gym Workouts</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloud_X_3/descpage-ONCX3M3.html
20,On Cloudflyer 4,Men's Shoes - Glacier/Meadow, $169.95 ," Technologies  MIDSOLECloudTec Zero and Helion Foam provide lightness, cushioning, and durability.Cloudtec Elements allow a cushioned foot strike and interlock for a firm push-off. Lateral elements use larger holes for a softer ride, while medial elements are stiffer to help reduce overpronation.Curved Rocker midsole allows the foot to naturally roll through the gait cycle.OUTSOLEZero Gravity foam creates cloud that provide supreme cushioning and durability.Low abrasion rubber pads provide durability at impact zonesCentral Channel provides full length foot flexibility.Speedboard is directly attached to the outsole for lightweight stability, with a stiffer construction to help reduce overpronation by advancing the gait cycle quickly.UPPERKnitted Liner mesh provides a snug wrap with increased durability with a total recycled content of 35-40%.No-Sew construction brovides and irritant free, seamless wrap.Reflective TPU heel-cap lets you be seen at night.Star Lacing helps create a unique foot wrap.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Min</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudflyer_4/descpage-ONCF4M1.html
21,On Cloudrunner,Men's Shoes - Eclipse/Frost, $149.95 , Technologies  MIDSOLECloudtec Elements allow for cushioned heel strikes and firm push-offs.Zero-Gravity Foam is a lightweight compound that helps absorb impact and provides a soft landing.Speedboard provides torsional rigidity and increases energy return upon toe-off.Foam Cradle helps cup the foot for added inherent stability while running. OUTSOLECloudTec rubber increases grip and durability by placing abrasion pads in key areas of the forefoot and heel.UPPEREngineered mesh helps support runners while also giving athletes a plush and comfortable fit.   ,"[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/On_Cloudrunner/descpage-ONCRNM7.html
